Running current:
  java  -jar  build/libs/freerouting-current-executable.jar  -de  fixtures/Issue508-DAC2020/DAC2020_bm06/DAC2020_bm06.unrouted.dsn  -do  tmp-compare/batch/DAC2020_bm06-current.ses  --gui.enabled=false  --api_server.enabled=false  --mcp_server.enabled=false  --router.fanout.enabled=true  --router.optimizer.enabled=false  --router.max_passes=5  --router.max_threads=1  --router.job_timeout=00:02:00  --logging.console.level=INFO  -da
2026-06-30 22:29:38.987 INFO   Freerouting v2.2.5-SNAPSHOT (build-date: 2026-06-30)
2026-06-30 22:29:40.385 INFO   New version available: v2.2.4
2026-06-30 22:29:40.522 INFO   [B8CB5D\42CC91] Job 'B8CB5D\42CC91' started at 2026-07-01T05:29:40.522117595Z.
2026-06-30 22:29:40.552 INFO   [B8CB5D\42CC91] Fanout stage started on board 'c8da733fa3fa284f849e512500938528' with 115 of 126 SMD pins needing fanout (9 already connected, 2 netless).
2026-06-30 22:29:41.259 INFO   [B8CB5D\42CC91] Fanout pass #1 on board '2a457ff04ea4e6860d9d16172a7da032' completed in 0.69 seconds with 100 SMD pins fanouted, 6 not routed, 0 insert errors, +27 extra vias (0 SMD pins still to check in pass, ripup costs=100).
2026-06-30 22:29:41.410 INFO   [B8CB5D\42CC91] Fanout pass #2 on board 'f043d30bff4d7b9e5739227b701f0ce3' completed in 0.14 seconds with 7 SMD pins fanouted, 3 not routed, 0 insert errors, +7 extra vias (0 SMD pins still to check in pass, ripup costs=200).
2026-06-30 22:29:41.518 INFO   [B8CB5D\42CC91] Fanout pass #3 on board 'a542ac048ac82ca38946826cdcceb069' completed in 0.10 seconds with 5 SMD pins fanouted, 2 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=300).
2026-06-30 22:29:41.602 INFO   [B8CB5D\42CC91] Fanout pass #4 on board '6a266385b54b71d045bbc22825df5906' completed in 0.08 seconds with 3 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=400).
2026-06-30 22:29:41.676 INFO   [B8CB5D\42CC91] Fanout pass #5 on board '667de4c45cde7a7d1d076c2d89b59425' completed in 0.07 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=500).
2026-06-30 22:29:41.745 INFO   [B8CB5D\42CC91] Fanout pass #6 on board '9cec0398543a61159ec10787b25ee7d6' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=600).
2026-06-30 22:29:41.814 INFO   [B8CB5D\42CC91] Fanout pass #7 on board '6fef10cd5ec6d91381e0563f47dd58c1' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=700).
